id,latitude,longitude,road_name,severity,date,time,datetime,weather,vehicle_type,road_risk_level
31,19.035375,73.030551,Palm Beach Road,Severe,2025-07-25,05:25,2025-07-25 05:25:09.121496,Heavy Rain,Car,medium
32,19.120671,72.90762,Powai-Chandivali Road,Moderate,2023-09-09,07:43,2023-09-09 07:43:09.121496,Rain,Truck,medium
33,19.205745,72.994988,Thane-Belapur Road,Severe,2023-02-03,11:43,2023-02-03 11:43:09.121496,Fog,Auto,medium
34,19.113319,72.891246,Eastern Express Highway,Minor,2023-10-05,14:06,2023-10-05 14:06:09.121496,Heavy Rain,Bus,high
35,19.058911,72.864636,BKC Road,Fatal,2024-02-25,03:29,2024-02-25 03:29:09.121496,Clear,Auto,low
36,19.079286,72.904981,LBS Marg,Moderate,2025-05-31,07:09,2025-05-31 07:09:09.121496,Rain,Car,medium
37,19.039668,72.875782,Santacruz-Chembur Link Road,Minor,2024-12-03,09:09,2024-12-03 09:09:09.121496,Clear,Bus,high
38,19.123728,72.905741,Powai-Chandivali Road,Severe,2025-02-17,17:42,2025-02-17 17:42:09.121496,Heavy Rain,Bike,medium
39,19.12941,72.915242,Jogeshwari-Vikhroli Link Road,Severe,2023-05-19,12:20,2023-05-19 12:20:09.121496,Fog,Bike,high
40,19.11617,72.91562,Jogeshwari-Vikhroli Link Road,Moderate,2025-10-10,10:54,2025-10-10 10:54:09.121496,Clear,Bike,high
41,19.009863,72.841777,Annie Besant Road,Minor,2023-05-15,06:06,2023-05-15 06:06:09.121496,Rain,Bike,low
42,19.121677,72.837003,SV Road Andheri,Minor,2024-06-23,07:38,2024-06-23 07:38:09.121496,Clear,Bus,medium
43,19.037477,73.033279,Palm Beach Road,Moderate,2024-11-05,07:20,2024-11-05 07:20:09.121496,Fog,Bus,medium
44,19.204882,73.008697,Thane-Belapur Road,Moderate,2024-10-01,10:25,2024-10-01 10:25:09.121496,Clear,Auto,medium
45,19.122453,72.830972,SV Road Andheri,Fatal,2025-07-23,20:44,2025-07-23 20:44:09.121496,Fog,Truck,medium
46,19.115887,72.826655,SV Road Andheri,Moderate,2024-09-03,21:33,2024-09-03 21:33:09.121496,Clear,Auto,medium
47,18.941744,72.814851,Marine Drive,Minor,2024-11-17,08:42,2024-11-17 08:42:09.121496,Rain,Bus,low
48,19.074666,72.898668,LBS Marg,Minor,2023-05-16,15:43,2023-05-16 15:43:09.121496,Clear,Car,medium
49,19.164868,72.851097,SV Road Goregaon,Minor,2024-03-24,15:21,2024-03-24 15:21:09.121496,Clear,Car,medium
50,19.115553,72.902548,Powai-Chandivali Road,Severe,2023-12-03,10:04,2023-12-03 10:04:09.121496,Clear,Truck,medium
51,19.121024,72.918501,Jogeshwari-Vikhroli Link Road,Severe,2023-02-20,01:19,2023-02-20 01:19:09.121496,Rain,Auto,high
52,19.214145,72.969432,Ghodbunder Road,Severe,2024-03-25,16:12,2024-03-25 16:12:09.121496,Rain,Car,high
53,19.049813,72.93623,Sion-Panvel Highway,Minor,2025-11-11,20:21,2025-11-11 20:21:09.121496,Heavy Rain,Truck,medium
54,19.011931,72.838629,Annie Besant Road,Moderate,2023-04-03,09:52,2023-04-03 09:52:09.121496,Clear,Truck,low
55,19.065753,72.8653,BKC Road,Moderate,2023-05-03,21:15,2023-05-03 21:15:09.121496,Clear,Bus,low
56,18.974221,72.805415,Pedder Road,Minor,2023-10-13,00:31,2023-10-13 00:31:09.121496,Fog,Auto,low
57,19.047656,72.932291,Sion-Panvel Highway,Severe,2024-02-14,07:27,2024-02-14 07:27:09.121496,Clear,Auto,medium
58,18.949956,72.821774,Marine Drive,Minor,2024-05-09,09:44,2024-05-09 09:44:09.121496,Clear,Bus,low
59,19.014683,72.852862,Annie Besant Road,Minor,2024-01-16,06:24,2024-01-16 06:24:09.121496,Rain,Auto,low
60,19.059109,72.866529,BKC Road,Minor,2025-01-27,18:47,2025-01-27 18:47:09.121496,Clear,Bus,low
61,19.064801,72.831336,Linking Road Bandra,Moderate,2023-02-24,02:08,2023-02-24 02:08:09.121496,Rain,Bike,low
62,19.112285,72.893853,Eastern Express Highway,Minor,2025-12-20,19:29,2025-12-20 19:29:09.121496,Clear,Car,high
63,19.107328,72.82792,SV Road Andheri,Moderate,2025-04-19,07:59,2025-04-19 07:59:09.121496,Clear,Bus,medium
64,19.055126,72.890043,Santacruz-Chembur Link Road,Moderate,2024-04-06,07:21,2024-04-06 07:21:09.121496,Rain,Car,high
65,19.013103,72.856032,Annie Besant Road,Severe,2025-06-13,22:11,2025-06-13 22:11:09.121496,Clear,Bus,low
66,19.16186,72.850329,SV Road Goregaon,Moderate,2023-07-03,06:00,2023-07-03 06:00:09.121496,Clear,Truck,medium
67,19.06273,72.878007,BKC Road,Moderate,2025-08-23,11:03,2025-08-23 11:03:09.121496,Clear,Truck,low
68,19.061443,72.877429,BKC Road,Minor,2023-11-10,07:31,2023-11-10 07:31:09.121496,Fog,Car,low
69,19.028622,73.036339,Palm Beach Road,Minor,2024-05-20,22:03,2024-05-20 22:03:09.121496,Rain,Car,medium
70,19.026672,72.815593,Worli Sea Link,Minor,2024-04-15,05:31,2024-04-15 05:31:09.121496,Clear,Bus,medium
71,19.11244,72.906006,Powai-Chandivali Road,Severe,2023-12-30,10:09,2023-12-30 10:09:09.121496,Clear,Auto,medium
72,19.08241,72.904956,LBS Marg,Minor,2024-03-30,10:12,2024-03-30 10:12:09.121496,Rain,Auto,medium
73,19.113591,72.886218,JVLR,Severe,2025-01-05,20:11,2025-01-05 20:11:09.121496,Fog,Bike,high
74,19.042534,72.881028,Santacruz-Chembur Link Road,Moderate,2023-02-06,12:27,2023-02-06 12:27:09.121496,Clear,Bus,high
75,19.058615,72.837375,Linking Road Bandra,Severe,2023-04-03,20:35,2023-04-03 20:35:09.121496,Clear,Truck,low
76,19.126041,72.913988,Jogeshwari-Vikhroli Link Road,Minor,2025-03-15,13:15,2025-03-15 13:15:09.121496,Clear,Bike,high
77,19.026697,72.805301,Worli Sea Link,Minor,2025-03-31,16:17,2025-03-31 16:17:09.121496,Clear,Car,medium
78,19.06534,72.870709,BKC Road,Moderate,2023-10-15,12:10,2023-10-15 12:10:09.121496,Clear,Car,low
79,19.119345,72.920498,Jogeshwari-Vikhroli Link Road,Moderate,2025-10-19,14:20,2025-10-19 14:20:09.121496,Clear,Car,high
80,19.023531,72.849244,Annie Besant Road,Severe,2023-03-30,03:21,2023-03-30 03:21:09.121496,Rain,Bus,low
81,19.054904,72.888359,Santacruz-Chembur Link Road,Severe,2023-08-14,09:15,2023-08-14 09:15:09.121496,Fog,Bus,high
82,19.066177,72.839227,Linking Road Bandra,Severe,2026-01-02,20:45,2026-01-02 20:45:09.121496,Rain,Bike,low
83,19.034579,72.917756,Sion-Panvel Highway,Minor,2026-01-19,18:09,2026-01-19 18:09:09.121496,Clear,Auto,medium
84,19.177458,72.966792,Mulund-Airoli Bridge,Moderate,2024-10-17,08:37,2024-10-17 08:37:09.121496,Rain,Bus,medium
85,18.968128,72.804862,Pedder Road,Minor,2024-08-06,08:34,2024-08-06 08:34:09.121496,Rain,Bus,low
86,19.113179,72.830489,SV Road Andheri,Minor,2025-06-19,00:05,2025-06-19 00:05:09.121496,Clear,Car,medium
87,19.066646,72.861784,BKC Road,Minor,2023-08-04,19:55,2023-08-04 19:55:09.121496,Clear,Truck,low
88,19.080392,72.891854,LBS Marg,Minor,2024-12-08,18:28,2024-12-08 18:28:09.121496,Clear,Car,medium
89,19.18131,72.961432,Mulund-Airoli Bridge,Moderate,2024-08-04,18:09,2024-08-04 18:09:09.121496,Clear,Bike,medium
90,19.051848,72.874469,Santacruz-Chembur Link Road,Minor,2024-12-20,11:34,2024-12-20 11:34:09.121496,Clear,Car,high
91,19.164883,72.961893,Mulund-Airoli Bridge,Minor,2023-08-20,06:09,2023-08-20 06:09:09.121496,Rain,Bus,medium
92,18.977541,72.804548,Pedder Road,Moderate,2024-12-16,20:44,2024-12-16 20:44:09.121496,Clear,Auto,low
93,19.015219,72.85425,Annie Besant Road,Severe,2025-06-27,00:56,2025-06-27 00:56:09.121496,Clear,Auto,low
94,18.953152,72.816299,Marine Drive,Severe,2024-02-03,17:48,2024-02-03 17:48:09.121496,Clear,Bus,low
95,19.015325,72.809074,Worli Sea Link,Severe,2025-07-05,17:53,2025-07-05 17:53:09.121496,Heavy Rain,Truck,medium
96,19.044914,72.880742,Santacruz-Chembur Link Road,Moderate,2024-01-22,16:37,2024-01-22 16:37:09.121496,Clear,Auto,high
97,19.192887,73.007701,Thane-Belapur Road,Moderate,2024-09-01,11:23,2024-09-01 11:23:09.121496,Clear,Bike,medium
98,19.169205,72.967977,Mulund-Airoli Bridge,Moderate,2025-10-17,14:55,2025-10-17 14:55:09.121496,Clear,Auto,medium
99,18.947816,72.827784,Marine Drive,Severe,2024-06-11,08:32,2024-06-11 08:32:09.121496,Clear,Car,low
100,19.100507,72.877581,JVLR,Severe,2023-05-28,07:09,2023-05-28 07:09:09.121496,Clear,Bus,high
101,19.052313,72.882501,Santacruz-Chembur Link Road,Fatal,2024-10-24,08:32,2024-10-24 08:32:09.121496,Clear,Auto,high
102,19.012058,72.819918,Worli Sea Link,Minor,2023-12-18,23:37,2023-12-18 23:37:09.121496,Clear,Truck,medium
103,19.221413,72.982669,Ghodbunder Road,Minor,2025-08-05,23:10,2025-08-05 23:10:09.121496,Clear,Bus,high
104,19.204273,72.993285,Thane-Belapur Road,Minor,2025-08-01,02:32,2025-08-01 02:32:09.121496,Clear,Bike,medium
105,19.193198,72.999691,Thane-Belapur Road,Minor,2024-02-05,20:32,2024-02-05 20:32:09.121496,Clear,Truck,medium
106,19.114642,72.900481,Powai-Chandivali Road,Moderate,2023-08-03,17:07,2023-08-03 17:07:09.121496,Clear,Truck,medium
107,19.161828,72.861249,SV Road Goregaon,Moderate,2023-10-04,10:51,2023-10-04 10:51:09.121496,Rain,Bus,medium
108,19.190997,73.005668,Thane-Belapur Road,Moderate,2024-05-25,08:11,2024-05-25 08:11:09.121496,Clear,Auto,medium
109,19.119926,72.913161,Powai-Chandivali Road,Moderate,2025-05-04,15:03,2025-05-04 15:03:09.121496,Clear,Bike,medium
110,19.163851,72.964895,Mulund-Airoli Bridge,Moderate,2024-12-06,16:51,2024-12-06 16:51:09.121496,Fog,Car,medium
111,19.070974,72.870175,BKC Road,Moderate,2025-03-24,21:15,2025-03-24 21:15:09.121496,Clear,Truck,low
112,19.070832,72.861944,BKC Road,Fatal,2023-12-16,05:48,2023-12-16 05:48:09.121496,Rain,Car,low
113,19.12805,72.913662,Powai-Chandivali Road,Minor,2024-05-08,19:08,2024-05-08 19:08:09.121496,Heavy Rain,Truck,medium
114,19.098079,72.879665,Eastern Express Highway,Minor,2024-06-10,22:34,2024-06-10 22:34:09.121496,Rain,Truck,high
115,19.104937,72.885112,Eastern Express Highway,Moderate,2023-12-20,14:37,2023-12-20 14:37:09.121496,Fog,Truck,high
116,19.108325,72.879223,JVLR,Minor,2024-09-27,20:00,2024-09-27 20:00:09.121496,Rain,Auto,high
117,19.10768,72.890053,Eastern Express Highway,Minor,2024-07-28,17:10,2024-07-28 17:10:09.121496,Clear,Auto,high
118,19.021713,72.840617,Annie Besant Road,Minor,2023-06-01,10:06,2023-06-01 10:06:09.121496,Fog,Car,low
119,18.933666,72.821719,Marine Drive,Minor,2025-02-10,17:51,2025-02-10 17:51:09.121496,Rain,Car,low
120,19.04275,72.892997,Santacruz-Chembur Link Road,Minor,2024-03-07,12:29,2024-03-07 12:29:09.121496,Clear,Auto,high
121,18.961069,72.814019,Pedder Road,Severe,2023-09-04,17:27,2023-09-04 17:27:09.121496,Clear,Bus,low
122,18.952115,72.824108,Marine Drive,Minor,2023-09-17,17:20,2023-09-17 17:20:09.121496,Clear,Car,low
123,19.03463,73.035871,Palm Beach Road,Severe,2026-01-06,10:03,2026-01-06 10:03:09.121496,Rain,Bike,medium
124,19.019504,72.81034,Worli Sea Link,Moderate,2023-10-23,07:02,2023-10-23 07:02:09.121496,Rain,Auto,medium
125,19.097947,72.876772,Eastern Express Highway,Minor,2026-01-02,11:56,2026-01-02 11:56:09.121496,Clear,Bike,high
126,19.10958,72.880478,Eastern Express Highway,Moderate,2024-08-28,18:40,2024-08-28 18:40:09.121496,Clear,Car,high
127,19.123724,72.912726,Jogeshwari-Vikhroli Link Road,Moderate,2024-09-05,12:19,2024-09-05 12:19:09.121496,Heavy Rain,Truck,high
128,19.063083,72.862354,BKC Road,Minor,2025-04-21,12:10,2025-04-21 12:10:09.121496,Clear,Bus,low
129,19.101436,72.881916,Eastern Express Highway,Minor,2023-02-19,06:24,2023-02-19 06:24:09.121496,Clear,Bus,high
130,19.116218,72.87045,JVLR,Minor,2023-04-09,16:21,2023-04-09 16:21:09.121496,Clear,Auto,high
131,19.203898,72.99423,Thane-Belapur Road,Moderate,2023-09-07,21:41,2023-09-07 21:41:09.121496,Rain,Car,medium
132,19.064963,72.825533,Linking Road Bandra,Minor,2025-02-20,17:03,2025-02-20 17:03:09.121496,Clear,Bus,low
133,19.128864,72.908763,Jogeshwari-Vikhroli Link Road,Minor,2025-11-16,18:01,2025-11-16 18:01:09.121496,Rain,Bike,high
134,19.110442,72.870218,Western Express Highway,Fatal,2025-01-21,07:50,2025-01-21 07:50:09.121496,Heavy Rain,Bus,high
135,19.022554,72.815693,Worli Sea Link,Moderate,2023-03-08,19:09,2023-03-08 19:09:09.121496,Clear,Truck,medium
136,19.011333,72.846469,Annie Besant Road,Minor,2023-04-16,18:47,2023-04-16 18:47:09.121496,Clear,Car,low
137,18.974202,72.816433,Pedder Road,Moderate,2025-12-09,18:18,2025-12-09 18:18:09.121496,Clear,Truck,low
138,18.96901,72.813329,Pedder Road,Severe,2023-11-03,15:05,2023-11-03 15:05:09.121496,Fog,Bus,low
139,19.024541,73.036745,Palm Beach Road,Minor,2023-11-29,18:47,2023-11-29 18:47:09.121496,Clear,Auto,medium
140,19.031275,73.020522,Palm Beach Road,Severe,2025-04-09,12:06,2025-04-09 12:06:09.121496,Fog,Bike,medium
141,19.029006,73.037882,Palm Beach Road,Moderate,2025-12-15,14:46,2025-12-15 14:46:09.121496,Rain,Bus,medium
142,19.060213,72.82605,Linking Road Bandra,Minor,2025-09-22,22:12,2025-09-22 22:12:09.121496,Clear,Truck,low
143,19.110569,72.886,JVLR,Moderate,2023-11-03,00:19,2023-11-03 00:19:09.121496,Rain,Auto,high
144,19.026489,72.85181,Annie Besant Road,Severe,2023-09-20,11:04,2023-09-20 11:04:09.121496,Rain,Auto,low
145,19.211484,72.984619,Ghodbunder Road,Moderate,2023-08-11,09:02,2023-08-11 09:02:09.121496,Clear,Car,high
146,19.201095,73.009126,Thane-Belapur Road,Moderate,2025-08-07,07:33,2025-08-07 07:33:09.121496,Rain,Auto,medium
147,19.114608,72.889294,Eastern Express Highway,Moderate,2024-06-02,22:20,2024-06-02 22:20:09.121496,Rain,Truck,high
148,19.11871,72.841292,SV Road Andheri,Severe,2023-11-05,15:24,2023-11-05 15:24:09.121496,Fog,Bus,medium
149,19.109472,72.862741,Western Express Highway,Minor,2023-09-21,13:41,2023-09-21 13:41:09.121496,Fog,Bike,high
150,19.010062,72.844458,Annie Besant Road,Minor,2023-05-27,09:01,2023-05-27 09:01:09.121496,Clear,Car,low
151,19.171259,72.965029,Mulund-Airoli Bridge,Fatal,2023-09-28,19:39,2023-09-28 19:39:09.121496,Rain,Bus,medium
152,19.109728,72.877023,Eastern Express Highway,Fatal,2024-05-26,20:14,2024-05-26 20:14:09.121496,Rain,Bus,high
153,19.072288,72.873885,BKC Road,Minor,2025-03-10,09:34,2025-03-10 09:34:09.121496,Clear,Bus,low
154,19.069669,72.870609,BKC Road,Moderate,2024-06-26,00:57,2024-06-26 00:57:09.121496,Clear,Truck,low
155,19.200181,73.010064,Thane-Belapur Road,Minor,2024-07-05,19:51,2024-07-05 19:51:09.121496,Clear,Car,medium
156,19.114096,72.836728,SV Road Andheri,Moderate,2023-09-14,18:29,2023-09-14 18:29:09.121496,Rain,Auto,medium
157,19.042198,73.021102,Palm Beach Road,Minor,2024-03-08,23:09,2024-03-08 23:09:09.121496,Rain,Auto,medium
158,19.104493,72.876172,Western Express Highway,Minor,2023-04-25,16:45,2023-04-25 16:45:09.121496,Clear,Bus,high
159,19.211308,72.978996,Ghodbunder Road,Minor,2024-08-25,09:01,2024-08-25 09:01:09.121496,Clear,Auto,high
160,19.02016,72.821688,Worli Sea Link,Moderate,2025-03-17,17:20,2025-03-17 17:20:09.121496,Clear,Auto,medium
161,19.00959,72.846761,Annie Besant Road,Fatal,2025-03-20,22:51,2025-03-20 22:51:09.121496,Fog,Car,low
162,19.065786,72.872643,BKC Road,Minor,2023-05-15,16:57,2023-05-15 16:57:09.121496,Clear,Truck,low
163,19.069926,72.899948,LBS Marg,Minor,2023-09-28,08:46,2023-09-28 08:46:09.121496,Clear,Bike,medium
164,19.114477,72.879783,Eastern Express Highway,Minor,2023-02-04,12:24,2023-02-04 12:24:09.121496,Rain,Truck,high
165,19.046282,72.881155,Santacruz-Chembur Link Road,Minor,2023-06-08,06:28,2023-06-08 06:28:09.121496,Rain,Bus,high
166,19.058347,72.889485,Santacruz-Chembur Link Road,Minor,2023-05-08,07:19,2023-05-08 07:19:09.121496,Clear,Bus,high
167,18.940647,72.824331,Marine Drive,Severe,2023-06-10,06:33,2023-06-10 06:33:09.121496,Rain,Car,low
168,19.172367,72.862585,SV Road Goregaon,Fatal,2025-12-01,07:13,2025-12-01 07:13:09.121496,Clear,Truck,medium
169,19.051935,72.828856,Linking Road Bandra,Minor,2025-02-27,09:00,2025-02-27 09:00:09.121496,Rain,Bike,low
170,19.223347,72.976263,Ghodbunder Road,Minor,2026-01-05,18:49,2026-01-05 18:49:09.121496,Clear,Bike,high
171,19.02584,72.839062,Annie Besant Road,Moderate,2024-08-13,15:48,2024-08-13 15:48:09.121496,Clear,Auto,low
172,19.017215,72.843678,Annie Besant Road,Severe,2025-11-30,23:54,2025-11-30 23:54:09.121496,Rain,Car,low
173,19.041975,73.029686,Palm Beach Road,Moderate,2023-09-25,21:16,2023-09-25 21:16:09.121496,Clear,Auto,medium
174,19.107284,72.831595,SV Road Andheri,Severe,2025-02-24,07:07,2025-02-24 07:07:09.121496,Fog,Truck,medium
175,19.036012,73.039414,Palm Beach Road,Minor,2024-07-03,10:09,2024-07-03 10:09:09.121496,Clear,Bus,medium
176,19.029734,73.036578,Palm Beach Road,Minor,2024-05-22,13:26,2024-05-22 13:26:09.121496,Clear,Bus,medium
177,18.93527,72.817833,Marine Drive,Moderate,2024-11-10,06:42,2024-11-10 06:42:09.121496,Clear,Car,low
178,19.135105,72.913871,Jogeshwari-Vikhroli Link Road,Severe,2024-03-05,00:08,2024-03-05 00:08:09.121496,Heavy Rain,Bike,high
179,19.053887,72.891202,Santacruz-Chembur Link Road,Minor,2023-09-30,07:46,2023-09-30 07:46:09.121496,Rain,Auto,high
180,19.118585,72.866634,Western Express Highway,Minor,2024-01-07,19:01,2024-01-07 19:01:09.121496,Rain,Truck,high
181,19.052018,72.935572,Sion-Panvel Highway,Minor,2024-04-18,13:52,2024-04-18 13:52:09.121496,Clear,Bike,medium
182,19.026937,72.813109,Worli Sea Link,Minor,2025-04-11,18:16,2025-04-11 18:16:09.121496,Clear,Bus,medium
183,19.116899,72.907409,Jogeshwari-Vikhroli Link Road,Severe,2025-10-13,17:59,2025-10-13 17:59:09.121496,Heavy Rain,Auto,high
184,19.11724,72.910723,Jogeshwari-Vikhroli Link Road,Severe,2024-07-30,07:08,2024-07-30 07:08:09.121496,Clear,Truck,high
185,19.10715,72.881269,Eastern Express Highway,Fatal,2025-05-02,19:18,2025-05-02 19:18:09.121496,Clear,Truck,high
186,19.062992,72.903238,LBS Marg,Moderate,2024-05-21,12:11,2024-05-21 12:11:09.121496,Rain,Truck,medium
187,19.020341,72.849593,Annie Besant Road,Minor,2025-12-21,16:34,2025-12-21 16:34:09.121496,Fog,Bike,low
188,19.008901,72.848508,Annie Besant Road,Minor,2025-08-15,17:23,2025-08-15 17:23:09.121496,Clear,Bike,low
189,19.069199,72.859904,BKC Road,Moderate,2023-10-13,08:51,2023-10-13 08:51:09.121496,Clear,Car,low
190,19.026784,72.819347,Worli Sea Link,Severe,2023-04-05,18:36,2023-04-05 18:36:09.121496,Clear,Auto,medium
191,19.062147,72.862132,BKC Road,Moderate,2025-04-12,08:12,2025-04-12 08:12:09.121496,Rain,Bike,low
192,19.05772,72.872114,BKC Road,Moderate,2024-03-27,07:57,2024-03-27 07:57:09.121496,Clear,Car,low
193,18.97526,72.805387,Pedder Road,Severe,2024-05-04,08:28,2024-05-04 08:28:09.121496,Rain,Car,low
194,19.111617,72.915261,Powai-Chandivali Road,Minor,2023-08-25,07:06,2023-08-25 07:06:09.121496,Clear,Bus,medium
195,19.108966,72.834638,SV Road Andheri,Minor,2025-11-01,18:21,2025-11-01 18:21:09.121496,Fog,Bike,medium
196,19.114357,72.89985,Powai-Chandivali Road,Minor,2025-05-24,14:18,2025-05-24 14:18:09.121496,Clear,Auto,medium
197,19.110927,72.880205,JVLR,Minor,2024-07-27,07:33,2024-07-27 07:33:09.121496,Clear,Car,high
198,18.976275,72.80529,Pedder Road,Moderate,2025-03-23,19:35,2025-03-23 19:35:09.121496,Clear,Truck,low
199,19.015496,72.847078,Annie Besant Road,Severe,2025-01-07,15:57,2025-01-07 15:57:09.121496,Clear,Bike,low
200,19.052323,72.918058,Sion-Panvel Highway,Minor,2023-09-11,21:35,2023-09-11 21:35:09.121496,Clear,Bus,medium
201,19.059024,72.85964,BKC Road,Severe,2025-04-02,15:20,2025-04-02 15:20:09.121496,Fog,Truck,low
202,19.060712,72.870704,BKC Road,Moderate,2023-09-24,05:17,2023-09-24 05:17:09.121496,Clear,Bike,low
203,19.043677,72.886321,Santacruz-Chembur Link Road,Minor,2024-04-16,15:03,2024-04-16 15:03:09.121496,Clear,Truck,high
204,19.023225,72.804042,Worli Sea Link,Moderate,2023-09-10,22:24,2023-09-10 22:24:09.121496,Clear,Bus,medium
205,19.160323,72.848651,SV Road Goregaon,Minor,2025-06-23,23:51,2025-06-23 23:51:09.121496,Clear,Car,medium
206,19.048188,72.889113,Santacruz-Chembur Link Road,Minor,2025-01-27,13:32,2025-01-27 13:32:09.121496,Clear,Bus,high
207,19.199483,73.00768,Thane-Belapur Road,Moderate,2024-01-17,08:13,2024-01-17 08:13:09.121496,Clear,Car,medium
208,19.071457,72.863755,BKC Road,Moderate,2023-03-19,19:51,2023-03-19 19:51:09.121496,Rain,Car,low
209,19.021583,72.803548,Worli Sea Link,Minor,2024-10-22,17:40,2024-10-22 17:40:09.121496,Clear,Car,medium
210,19.061231,72.859811,BKC Road,Moderate,2025-02-25,10:38,2025-02-25 10:38:09.121496,Clear,Bike,low
211,19.1232,72.834613,SV Road Andheri,Minor,2025-06-13,06:55,2025-06-13 06:55:09.121496,Rain,Car,medium
212,19.051586,72.924553,Sion-Panvel Highway,Moderate,2026-01-25,08:23,2026-01-25 08:23:09.121496,Rain,Bus,medium
213,18.966528,72.815686,Pedder Road,Moderate,2023-07-03,00:55,2023-07-03 00:55:09.121496,Clear,Car,low
214,18.964981,72.797781,Pedder Road,Minor,2023-02-10,08:30,2023-02-10 08:30:09.121496,Clear,Car,low
215,19.018549,72.817008,Worli Sea Link,Minor,2024-01-11,11:29,2024-01-11 11:29:09.121496,Clear,Bike,medium
216,19.164916,72.85707,SV Road Goregaon,Moderate,2023-12-17,13:59,2023-12-17 13:59:09.121496,Fog,Bike,medium
217,19.159108,72.848947,SV Road Goregaon,Severe,2023-09-06,23:13,2023-09-06 23:13:09.121496,Rain,Auto,medium
218,19.107189,72.886305,Eastern Express Highway,Minor,2025-12-22,09:53,2025-12-22 09:53:09.121496,Rain,Bus,high
