segment_id,road_name,start_lat,start_lon,end_lat,end_lon,risk_level,avg_traffic,speed_limit,lanes
mumbai_SV_Road_Andheri_6,SV Road Andheri,19.125600000000002,72.8467,19.1276,72.8487,medium,3212,50,6
mumbai_SV_Road_Andheri_7,SV Road Andheri,19.1276,72.8487,19.1296,72.8507,medium,1325,50,6
mumbai_SV_Road_Andheri_8,SV Road Andheri,19.1296,72.8507,19.131600000000002,72.8527,medium,4333,60,4
mumbai_SV_Road_Andheri_9,SV Road Andheri,19.131600000000002,72.8527,19.1336,72.8547,medium,1236,60,3
mumbai_SV_Road_Andheri_10,SV Road Andheri,19.1336,72.8547,19.1356,72.8567,medium,4763,50,4
mumbai_Linking_Road_Bandra_0,Linking Road Bandra,19.0596,72.8295,19.0616,72.83149999999999,low,1729,80,6
mumbai_Linking_Road_Bandra_1,Linking Road Bandra,19.0616,72.83149999999999,19.0636,72.8335,low,1503,80,3
mumbai_Linking_Road_Bandra_2,Linking Road Bandra,19.0636,72.8335,19.0656,72.8355,low,2055,80,2
mumbai_Linking_Road_Bandra_3,Linking Road Bandra,19.0656,72.8355,19.0676,72.83749999999999,low,1589,60,6
mumbai_Linking_Road_Bandra_4,Linking Road Bandra,19.0676,72.83749999999999,19.0696,72.8395,low,3345,40,3
mumbai_Linking_Road_Bandra_5,Linking Road Bandra,19.0696,72.8395,19.0716,72.8415,low,3654,60,2
mumbai_Linking_Road_Bandra_6,Linking Road Bandra,19.0716,72.8415,19.0736,72.84349999999999,low,1540,40,4
mumbai_Linking_Road_Bandra_7,Linking Road Bandra,19.0736,72.84349999999999,19.075599999999998,72.8455,low,3351,40,2
mumbai_Linking_Road_Bandra_8,Linking Road Bandra,19.075599999999998,72.8455,19.0776,72.8475,low,1703,40,3
mumbai_Marine_Drive_0,Marine Drive,18.9432,72.8236,18.9452,72.8256,low,920,40,2
mumbai_Marine_Drive_1,Marine Drive,18.9452,72.8256,18.947200000000002,72.8276,low,1011,80,4
mumbai_Marine_Drive_2,Marine Drive,18.947200000000002,72.8276,18.9492,72.8296,low,2654,40,2
mumbai_Marine_Drive_3,Marine Drive,18.9492,72.8296,18.9512,72.8316,low,975,40,4
mumbai_Marine_Drive_4,Marine Drive,18.9512,72.8316,18.953200000000002,72.8336,low,4967,60,2
mumbai_Marine_Drive_5,Marine Drive,18.953200000000002,72.8336,18.9552,72.8356,low,988,60,3
mumbai_Marine_Drive_6,Marine Drive,18.9552,72.8356,18.9572,72.8376,low,3812,50,3
mumbai_Marine_Drive_7,Marine Drive,18.9572,72.8376,18.9592,72.8396,low,1103,50,2
mumbai_Marine_Drive_8,Marine Drive,18.9592,72.8396,18.9612,72.8416,low,4504,40,6
mumbai_Worli_Sea_Link_0,Worli Sea Link,19.0176,72.8125,19.0196,72.8145,medium,2538,60,4
mumbai_Worli_Sea_Link_1,Worli Sea Link,19.0196,72.8145,19.021600000000003,72.8165,medium,634,40,2
mumbai_Worli_Sea_Link_2,Worli Sea Link,19.021600000000003,72.8165,19.023600000000002,72.8185,medium,1590,60,3
mumbai_Worli_Sea_Link_3,Worli Sea Link,19.023600000000002,72.8185,19.0256,72.8205,medium,650,60,4
mumbai_Worli_Sea_Link_4,Worli Sea Link,19.0256,72.8205,19.027600000000003,72.8225,medium,955,40,3
mumbai_Worli_Sea_Link_5,Worli Sea Link,19.027600000000003,72.8225,19.029600000000002,72.8245,medium,4511,50,3
mumbai_Worli_Sea_Link_6,Worli Sea Link,19.029600000000002,72.8245,19.0316,72.8265,medium,2082,60,3
mumbai_Worli_Sea_Link_7,Worli Sea Link,19.0316,72.8265,19.0336,72.8285,medium,3659,40,3
mumbai_Worli_Sea_Link_8,Worli Sea Link,19.0336,72.8285,19.035600000000002,72.8305,medium,4912,40,4
mumbai_Worli_Sea_Link_9,Worli Sea Link,19.035600000000002,72.8305,19.0376,72.8325,medium,1022,50,3
mumbai_Jogeshwari-Vikhroli_Link_Road_0,Jogeshwari-Vikhroli Link Road,19.1258,72.9167,19.1278,72.9187,high,2727,40,6
mumbai_Jogeshwari-Vikhroli_Link_Road_1,Jogeshwari-Vikhroli Link Road,19.1278,72.9187,19.129800000000003,72.92070000000001,high,1145,50,4
mumbai_Jogeshwari-Vikhroli_Link_Road_2,Jogeshwari-Vikhroli Link Road,19.129800000000003,72.92070000000001,19.131800000000002,72.9227,high,974,60,2
mumbai_Jogeshwari-Vikhroli_Link_Road_3,Jogeshwari-Vikhroli Link Road,19.131800000000002,72.9227,19.1338,72.9247,high,533,60,6
mumbai_Jogeshwari-Vikhroli_Link_Road_4,Jogeshwari-Vikhroli Link Road,19.1338,72.9247,19.135800000000003,72.92670000000001,high,3965,60,3
mumbai_Jogeshwari-Vikhroli_Link_Road_5,Jogeshwari-Vikhroli Link Road,19.135800000000003,72.92670000000001,19.137800000000002,72.9287,high,4862,40,4
mumbai_Jogeshwari-Vikhroli_Link_Road_6,Jogeshwari-Vikhroli Link Road,19.137800000000002,72.9287,19.1398,72.9307,high,2290,80,2
mumbai_Jogeshwari-Vikhroli_Link_Road_7,Jogeshwari-Vikhroli Link Road,19.1398,72.9307,19.1418,72.93270000000001,high,2850,80,4
mumbai_Jogeshwari-Vikhroli_Link_Road_8,Jogeshwari-Vikhroli Link Road,19.1418,72.93270000000001,19.143800000000002,72.9347,high,3644,60,6
mumbai_Jogeshwari-Vikhroli_Link_Road_9,Jogeshwari-Vikhroli Link Road,19.143800000000002,72.9347,19.1458,72.9367,high,699,80,3
mumbai_Jogeshwari-Vikhroli_Link_Road_10,Jogeshwari-Vikhroli Link Road,19.1458,72.9367,19.1478,72.93870000000001,high,2150,60,6
mumbai_Jogeshwari-Vikhroli_Link_Road_11,Jogeshwari-Vikhroli Link Road,19.1478,72.93870000000001,19.149800000000003,72.9407,high,2654,40,2
mumbai_Ghodbunder_Road_0,Ghodbunder Road,19.2183,72.9781,19.220299999999998,72.9801,high,4854,60,6
mumbai_Ghodbunder_Road_1,Ghodbunder Road,19.220299999999998,72.9801,19.2223,72.9821,high,3789,50,4
mumbai_Ghodbunder_Road_2,Ghodbunder Road,19.2223,72.9821,19.2243,72.9841,high,1381,60,4
mumbai_Ghodbunder_Road_3,Ghodbunder Road,19.2243,72.9841,19.2263,72.9861,high,3501,50,4
mumbai_Ghodbunder_Road_4,Ghodbunder Road,19.2263,72.9861,19.2283,72.9881,high,1700,50,2
mumbai_Ghodbunder_Road_5,Ghodbunder Road,19.2283,72.9881,19.2303,72.9901,high,953,50,4
mumbai_Ghodbunder_Road_6,Ghodbunder Road,19.2303,72.9901,19.2323,72.9921,high,3259,60,2
mumbai_Ghodbunder_Road_7,Ghodbunder Road,19.2323,72.9921,19.234299999999998,72.9941,high,3308,40,4
mumbai_Ghodbunder_Road_8,Ghodbunder Road,19.234299999999998,72.9941,19.2363,72.9961,high,2526,60,3
mumbai_Ghodbunder_Road_9,Ghodbunder Road,19.2363,72.9961,19.2383,72.9981,high,4128,50,3
mumbai_Ghodbunder_Road_10,Ghodbunder Road,19.2383,72.9981,19.240299999999998,73.0001,high,3079,80,6
mumbai_Ghodbunder_Road_11,Ghodbunder Road,19.240299999999998,73.0001,19.2423,73.0021,high,3078,40,2
