id,latitude,longitude,road_name,severity,date,time,datetime,weather,vehicle_type,road_risk_level
104,19.018556,72.809884,Worli Sea Link,Severe,2024-08-22,06:45,2024-08-22 06:45:22,Clear,Bike,medium
105,19.116631,72.865599,Western Express Highway,Minor,2023-12-28,06:37,2023-12-28 06:37:22,Rain,Bike,high
106,19.013353,72.821416,Worli Sea Link,Severe,2023-03-09,15:19,2023-03-09 15:19:22,Clear,Bus,medium
107,19.106943,72.86303,Western Express Highway,Minor,2024-08-16,17:39,2024-08-16 17:39:22,Clear,Bus,high
108,19.049055,72.925302,Sion-Panvel Highway,Fatal,2025-05-19,09:17,2025-05-19 09:17:22,Rain,Auto,medium
109,18.934396,72.829763,Marine Drive,Severe,2025-05-24,19:05,2025-05-24 19:05:22,Clear,Car,low
110,18.947331,72.817804,Marine Drive,Minor,2023-09-30,19:45,2023-09-30 19:45:22,Clear,Auto,low
111,19.106731,72.830779,SV Road Andheri,Moderate,2025-07-10,15:20,2025-07-10 15:20:22,Heavy Rain,Auto,medium
112,19.104046,72.86789,Western Express Highway,Minor,2026-02-19,17:59,2026-02-19 17:59:22,Clear,Bus,high
113,19.121997,72.839624,SV Road Andheri,Moderate,2023-09-25,08:49,2023-09-25 08:49:22,Rain,Auto,medium
114,19.056281,72.821581,Linking Road Bandra,Moderate,2023-09-24,16:36,2023-09-24 16:36:22,Clear,Truck,low
115,19.025963,72.817558,Worli Sea Link,Minor,2026-01-04,13:52,2026-01-04 13:52:22,Fog,Auto,medium
116,19.112243,72.879175,Western Express Highway,Moderate,2025-08-07,18:31,2025-08-07 18:31:22,Heavy Rain,Truck,high
117,19.222005,72.978848,Ghodbunder Road,Fatal,2025-02-08,11:06,2025-02-08 11:06:22,Rain,Bike,high
118,19.039359,72.923658,Sion-Panvel Highway,Moderate,2024-07-22,14:55,2024-07-22 14:55:22,Clear,Bike,medium
119,19.052694,72.925698,Sion-Panvel Highway,Minor,2023-04-10,17:11,2023-04-10 17:11:22,Heavy Rain,Bus,medium
120,18.939717,72.820785,Marine Drive,Moderate,2025-10-09,00:47,2025-10-09 00:47:22,Clear,Truck,low
121,19.118582,72.867861,Western Express Highway,Minor,2024-06-26,08:37,2024-06-26 08:37:22,Clear,Car,high
122,19.110288,72.892706,Eastern Express Highway,Moderate,2024-03-14,19:43,2024-03-14 19:43:22,Clear,Car,high
123,19.056515,72.831984,Linking Road Bandra,Minor,2025-01-09,10:07,2025-01-09 10:07:22,Clear,Car,low
124,19.068756,72.903957,LBS Marg,Moderate,2023-10-07,14:54,2023-10-07 14:54:22,Clear,Bus,medium
125,19.209131,72.975598,Ghodbunder Road,Minor,2023-12-06,17:29,2023-12-06 17:29:22,Clear,Bike,high
126,19.068467,72.824334,Linking Road Bandra,Fatal,2023-05-08,17:29,2023-05-08 17:29:22,Rain,Car,low
127,19.012429,72.812873,Worli Sea Link,Severe,2023-03-16,20:46,2023-03-16 20:46:22,Clear,Bike,medium
128,19.115139,72.867317,Western Express Highway,Moderate,2024-01-19,18:44,2024-01-19 18:44:22,Clear,Car,high
129,18.936834,72.815875,Marine Drive,Severe,2023-04-03,00:44,2023-04-03 00:44:22,Heavy Rain,Car,low
130,19.050784,72.831916,Linking Road Bandra,Fatal,2024-01-27,22:51,2024-01-27 22:51:22,Fog,Truck,low
131,19.214519,72.984865,Ghodbunder Road,Moderate,2024-08-07,17:14,2024-08-07 17:14:22,Rain,Bus,high
132,19.213534,72.979549,Ghodbunder Road,Minor,2025-09-21,15:47,2025-09-21 15:47:22,Clear,Bus,high
133,19.115777,72.860188,Western Express Highway,Severe,2024-08-28,08:41,2024-08-28 08:41:22,Clear,Auto,high
134,18.945838,72.823943,Marine Drive,Moderate,2023-09-06,01:31,2023-09-06 01:31:22,Clear,Bike,low
135,19.111115,72.879071,Eastern Express Highway,Severe,2025-10-22,09:05,2025-10-22 09:05:22,Clear,Truck,high
136,19.108214,72.832292,SV Road Andheri,Moderate,2025-01-24,08:39,2025-01-24 08:39:22,Clear,Bike,medium
137,19.073422,72.901521,LBS Marg,Moderate,2023-06-01,06:54,2023-06-01 06:54:22,Fog,Auto,medium
138,18.940941,72.830136,Marine Drive,Severe,2024-10-17,11:29,2024-10-17 11:29:22,Clear,Bike,low
139,19.017651,72.820495,Worli Sea Link,Fatal,2024-04-30,03:03,2024-04-30 03:03:22,Rain,Bike,medium
140,19.118491,72.866767,Western Express Highway,Severe,2025-02-16,17:36,2025-02-16 17:36:22,Rain,Truck,high
141,19.225294,72.976706,Ghodbunder Road,Severe,2024-05-06,05:05,2024-05-06 05:05:22,Clear,Auto,high
142,19.116987,72.880907,Eastern Express Highway,Severe,2023-11-08,08:32,2023-11-08 08:32:22,Clear,Car,high
143,19.063454,72.893043,LBS Marg,Minor,2025-08-25,16:41,2025-08-25 16:41:22,Clear,Auto,medium
144,19.035499,72.935195,Sion-Panvel Highway,Moderate,2025-05-26,22:05,2025-05-26 22:05:22,Clear,Bike,medium
145,19.076613,72.908326,LBS Marg,Minor,2023-05-27,17:38,2023-05-27 17:38:22,Clear,Car,medium
146,19.039732,72.917892,Sion-Panvel Highway,Severe,2024-03-18,23:35,2024-03-18 23:35:22,Clear,Bike,medium
147,19.017442,72.803514,Worli Sea Link,Severe,2024-01-11,19:49,2024-01-11 19:49:22,Fog,Auto,medium
148,19.024937,72.810651,Worli Sea Link,Minor,2025-08-05,16:29,2025-08-05 16:29:22,Clear,Bike,medium
149,18.935106,72.832652,Marine Drive,Minor,2024-07-23,16:35,2024-07-23 16:35:22,Clear,Bike,low
150,19.058386,72.836506,Linking Road Bandra,Severe,2025-09-25,13:24,2025-09-25 13:24:22,Rain,Bus,low
151,19.080186,72.890933,LBS Marg,Minor,2024-10-31,10:06,2024-10-31 10:06:22,Clear,Truck,medium
152,19.124673,72.908155,Jogeshwari-Vikhroli Link Road,Minor,2024-04-15,15:10,2024-04-15 15:10:22,Rain,Auto,high
153,19.109944,72.833429,SV Road Andheri,Moderate,2023-06-04,18:54,2023-06-04 18:54:22,Clear,Truck,medium
154,19.065269,72.894589,LBS Marg,Moderate,2023-11-18,16:51,2023-11-18 16:51:22,Rain,Truck,medium
155,19.112904,72.865256,Western Express Highway,Severe,2024-08-15,19:46,2024-08-15 19:46:22,Clear,Auto,high
156,19.111659,72.876497,Western Express Highway,Moderate,2024-05-29,16:41,2024-05-29 16:41:22,Clear,Car,high
157,19.107327,72.843275,SV Road Andheri,Severe,2023-12-30,09:40,2023-12-30 09:40:22,Rain,Bus,medium
158,19.040198,72.923744,Sion-Panvel Highway,Minor,2024-12-14,17:33,2024-12-14 17:33:22,Clear,Car,medium
159,19.112117,72.828165,SV Road Andheri,Moderate,2024-11-08,09:18,2024-11-08 09:18:22,Clear,Bus,medium
160,19.122867,72.91639,Jogeshwari-Vikhroli Link Road,Minor,2024-11-21,20:26,2024-11-21 20:26:22,Clear,Auto,high
161,19.020699,72.812426,Worli Sea Link,Minor,2023-05-30,10:58,2023-05-30 10:58:22,Fog,Bike,medium
162,19.082605,72.900413,LBS Marg,Severe,2024-04-11,22:24,2024-04-11 22:24:22,Rain,Car,medium
163,19.01274,72.803905,Worli Sea Link,Moderate,2025-12-24,17:50,2025-12-24 17:50:22,Clear,Bike,medium
164,19.036519,72.930491,Sion-Panvel Highway,Minor,2023-08-15,19:55,2023-08-15 19:55:22,Fog,Bike,medium
165,19.218617,72.974497,Ghodbunder Road,Fatal,2023-12-13,16:14,2023-12-13 16:14:22,Clear,Auto,high
166,19.019739,72.817239,Worli Sea Link,Minor,2024-06-29,07:17,2024-06-29 07:17:22,Clear,Bus,medium
167,19.111827,72.874356,Western Express Highway,Moderate,2025-03-11,23:19,2025-03-11 23:19:22,Clear,Car,high
168,19.118035,72.872436,Western Express Highway,Minor,2025-08-04,18:11,2025-08-04 18:11:22,Clear,Auto,high
169,19.222284,72.977296,Ghodbunder Road,Moderate,2024-08-10,06:20,2024-08-10 06:20:22,Clear,Bus,high
170,19.034759,72.930356,Sion-Panvel Highway,Moderate,2024-03-18,07:19,2024-03-18 07:19:22,Heavy Rain,Bus,medium
171,19.039422,72.928065,Sion-Panvel Highway,Minor,2023-11-11,18:17,2023-11-11 18:17:22,Clear,Bus,medium
172,19.010953,72.806775,Worli Sea Link,Fatal,2024-10-28,15:22,2024-10-28 15:22:22,Rain,Bike,medium
173,19.113587,72.826959,SV Road Andheri,Minor,2024-04-03,20:31,2024-04-03 20:31:22,Clear,Bike,medium
174,19.124488,72.918954,Jogeshwari-Vikhroli Link Road,Moderate,2026-01-22,00:17,2026-01-22 00:17:22,Clear,Car,high
175,19.052,72.930423,Sion-Panvel Highway,Minor,2025-09-07,19:45,2025-09-07 19:45:22,Fog,Truck,medium
176,19.024152,72.803781,Worli Sea Link,Minor,2024-11-02,15:33,2024-11-02 15:33:22,Clear,Bus,medium
177,19.111507,72.879884,Eastern Express Highway,Moderate,2023-03-31,16:24,2023-03-31 16:24:22,Rain,Auto,high
178,19.071977,72.905149,LBS Marg,Minor,2024-01-19,12:21,2024-01-19 12:21:22,Clear,Bike,medium
179,19.008426,72.807518,Worli Sea Link,Moderate,2025-04-03,13:08,2025-04-03 13:08:22,Clear,Car,medium
180,19.080029,72.905898,LBS Marg,Moderate,2023-12-19,22:36,2023-12-19 22:36:22,Clear,Bike,medium
181,19.07814,72.908057,LBS Marg,Severe,2025-08-06,14:06,2025-08-06 14:06:22,Clear,Car,medium
182,19.112708,72.873094,Western Express Highway,Moderate,2023-04-06,07:20,2023-04-06 07:20:22,Clear,Car,high
183,19.10801,72.826168,SV Road Andheri,Severe,2023-05-07,14:12,2023-05-07 14:12:22,Rain,Bus,medium
184,19.039861,72.925488,Sion-Panvel Highway,Minor,2026-02-23,02:01,2026-02-23 02:01:22,Heavy Rain,Truck,medium
185,19.050335,72.834779,Linking Road Bandra,Moderate,2023-03-26,19:53,2023-03-26 19:53:22,Clear,Bus,low
186,19.026126,72.817544,Worli Sea Link,Moderate,2024-07-24,06:28,2024-07-24 06:28:22,Rain,Car,medium
187,19.053428,72.832397,Linking Road Bandra,Minor,2023-03-28,09:22,2023-03-28 09:22:22,Clear,Truck,low
188,19.103776,72.878805,Western Express Highway,Moderate,2025-09-25,21:26,2025-09-25 21:26:22,Clear,Auto,high
189,19.079335,72.895372,LBS Marg,Minor,2023-10-31,07:59,2023-10-31 07:59:22,Clear,Car,medium
190,19.075011,72.896862,LBS Marg,Minor,2023-03-26,05:45,2023-03-26 05:45:22,Clear,Bus,medium
191,19.08051,72.906867,LBS Marg,Severe,2023-10-03,17:03,2023-10-03 17:03:22,Clear,Truck,medium
192,18.943599,72.819062,Marine Drive,Minor,2023-12-22,11:49,2023-12-22 11:49:22,Clear,Truck,low
193,19.109015,72.839506,SV Road Andheri,Minor,2023-06-28,06:46,2023-06-28 06:46:22,Clear,Truck,medium
194,18.944057,72.814754,Marine Drive,Moderate,2024-02-14,18:57,2024-02-14 18:57:22,Clear,Bus,low
195,19.069309,72.826576,Linking Road Bandra,Moderate,2024-08-25,08:46,2024-08-25 08:46:22,Rain,Bus,low
196,19.047723,72.917661,Sion-Panvel Highway,Moderate,2025-04-06,15:08,2025-04-06 15:08:22,Rain,Car,medium
197,19.118905,72.828557,SV Road Andheri,Minor,2023-06-30,20:17,2023-06-30 20:17:22,Clear,Truck,medium
198,19.058523,72.828981,Linking Road Bandra,Fatal,2025-07-01,21:52,2025-07-01 21:52:22,Fog,Truck,low
199,19.109455,72.883129,Eastern Express Highway,Severe,2023-12-05,06:41,2023-12-05 06:41:22,Rain,Bike,high
200,19.121864,72.833,SV Road Andheri,Fatal,2025-09-27,14:20,2025-09-27 14:20:22,Rain,Bike,medium
201,19.072352,72.897914,LBS Marg,Minor,2024-08-30,19:00,2024-08-30 19:00:22,Clear,Truck,medium
202,19.112888,72.836741,SV Road Andheri,Moderate,2025-11-09,07:40,2025-11-09 07:40:22,Clear,Bus,medium
203,19.114318,72.838363,SV Road Andheri,Minor,2025-04-08,07:01,2025-04-08 07:01:22,Clear,Car,medium
204,19.10842,72.834728,SV Road Andheri,Moderate,2025-01-31,07:22,2025-01-31 07:22:22,Clear,Truck,medium
205,19.115775,72.894129,Eastern Express Highway,Moderate,2026-02-18,15:05,2026-02-18 15:05:22,Rain,Car,high
206,18.952138,72.830842,Marine Drive,Fatal,2024-04-20,09:47,2024-04-20 09:47:22,Rain,Truck,low
207,19.110162,72.838731,SV Road Andheri,Minor,2023-09-25,06:46,2023-09-25 06:46:22,Heavy Rain,Auto,medium
208,19.112845,72.877777,Western Express Highway,Minor,2026-02-25,20:13,2026-02-25 20:13:22,Clear,Auto,high
209,19.116207,72.826169,SV Road Andheri,Moderate,2024-12-04,06:25,2024-12-04 06:25:22,Clear,Car,medium
210,19.014726,72.818906,Worli Sea Link,Moderate,2025-12-10,20:39,2025-12-10 20:39:22,Rain,Truck,medium
211,19.015735,72.808422,Worli Sea Link,Minor,2024-06-29,19:38,2024-06-29 19:38:22,Rain,Bus,medium
212,19.065862,72.896872,LBS Marg,Moderate,2025-08-24,20:32,2025-08-24 20:32:22,Clear,Car,medium
213,19.064365,72.828146,Linking Road Bandra,Moderate,2025-06-06,18:35,2025-06-06 18:35:22,Rain,Car,low
214,18.944639,72.819085,Marine Drive,Moderate,2025-08-01,14:51,2025-08-01 14:51:22,Clear,Truck,low
215,19.223609,72.98795,Ghodbunder Road,Severe,2025-04-30,13:35,2025-04-30 13:35:22,Clear,Car,high
216,19.053992,72.824526,Linking Road Bandra,Minor,2023-07-17,10:55,2023-07-17 10:55:22,Rain,Bus,low
217,19.010364,72.822302,Worli Sea Link,Moderate,2025-09-11,07:47,2025-09-11 07:47:22,Rain,Bus,medium
218,19.099932,72.883305,Eastern Express Highway,Severe,2024-02-01,02:03,2024-02-01 02:03:22,Clear,Bus,high
219,19.118233,72.910187,Jogeshwari-Vikhroli Link Road,Minor,2024-02-21,09:21,2024-02-21 09:21:22,Clear,Bike,high
220,19.113545,72.895077,Eastern Express Highway,Severe,2023-10-22,19:45,2023-10-22 19:45:22,Clear,Car,high
221,19.049964,72.830311,Linking Road Bandra,Moderate,2025-05-21,16:51,2025-05-21 16:51:22,Clear,Truck,low
222,19.066109,72.833566,Linking Road Bandra,Moderate,2024-06-02,10:30,2024-06-02 10:30:22,Clear,Auto,low
223,19.108054,72.866004,Western Express Highway,Moderate,2023-08-04,00:39,2023-08-04 00:39:22,Clear,Bus,high
224,19.069367,72.829228,Linking Road Bandra,Minor,2024-02-11,05:54,2024-02-11 05:54:22,Clear,Bus,low
225,19.066431,72.907563,LBS Marg,Severe,2024-10-18,17:19,2024-10-18 17:19:22,Clear,Truck,medium
226,19.110612,72.888047,Eastern Express Highway,Severe,2023-04-23,10:38,2023-04-23 10:38:22,Heavy Rain,Bike,high
227,19.120114,72.830385,SV Road Andheri,Minor,2025-10-26,18:03,2025-10-26 18:03:22,Clear,Bus,medium
228,18.935143,72.832903,Marine Drive,Severe,2023-09-29,15:46,2023-09-29 15:46:22,Heavy Rain,Auto,low
229,19.113729,72.872244,Western Express Highway,Moderate,2025-04-26,03:36,2025-04-26 03:36:22,Clear,Auto,high
