segment_id,road_name,start_lat,start_lon,end_lat,end_lon,risk_level,avg_traffic,speed_limit,lanes
pune_Pimpri-Chinchwad_Link_8,Pimpri-Chinchwad Link,18.645799999999998,73.8309,18.6478,73.8329,high,2926,60,2
pune_Pimpri-Chinchwad_Link_9,Pimpri-Chinchwad Link,18.6478,73.8329,18.6498,73.83489999999999,high,1690,40,2
pune_Pimpri-Chinchwad_Link_10,Pimpri-Chinchwad Link,18.6498,73.83489999999999,18.651799999999998,73.8369,high,2672,50,6
pune_Wakad_Highway_0,Wakad Highway,18.5978,73.7636,18.5998,73.76559999999999,high,2893,50,3
pune_Wakad_Highway_1,Wakad Highway,18.5998,73.76559999999999,18.6018,73.7676,high,3573,50,6
pune_Wakad_Highway_2,Wakad Highway,18.6018,73.7676,18.6038,73.7696,high,3621,50,4
pune_Wakad_Highway_3,Wakad Highway,18.6038,73.7696,18.6058,73.77159999999999,high,1884,40,3
pune_Wakad_Highway_4,Wakad Highway,18.6058,73.77159999999999,18.6078,73.7736,high,2369,50,2
pune_Wakad_Highway_5,Wakad Highway,18.6078,73.7736,18.6098,73.7756,high,1771,60,2
pune_Wakad_Highway_6,Wakad Highway,18.6098,73.7756,18.6118,73.77759999999999,high,3890,50,2
pune_Wakad_Highway_7,Wakad Highway,18.6118,73.77759999999999,18.613799999999998,73.7796,high,1558,60,6
pune_Wakad_Highway_8,Wakad Highway,18.613799999999998,73.7796,18.6158,73.7816,high,3154,50,3
pune_Baner_Road_0,Baner Road,18.5593,73.7815,18.5613,73.78349999999999,medium,2978,60,4
pune_Baner_Road_1,Baner Road,18.5613,73.78349999999999,18.5633,73.7855,medium,681,50,6
pune_Baner_Road_2,Baner Road,18.5633,73.7855,18.5653,73.7875,medium,4693,80,3
pune_Baner_Road_3,Baner Road,18.5653,73.7875,18.5673,73.78949999999999,medium,3744,80,4
pune_Baner_Road_4,Baner Road,18.5673,73.78949999999999,18.569300000000002,73.7915,medium,4193,60,6
pune_Baner_Road_5,Baner Road,18.569300000000002,73.7915,18.5713,73.7935,medium,2509,80,4
pune_Baner_Road_6,Baner Road,18.5713,73.7935,18.5733,73.79549999999999,medium,2251,40,3
pune_Baner_Road_7,Baner Road,18.5733,73.79549999999999,18.5753,73.7975,medium,779,40,6
pune_Baner_Road_8,Baner Road,18.5753,73.7975,18.5773,73.7995,medium,2447,40,6
pune_Baner_Road_9,Baner Road,18.5773,73.7995,18.5793,73.80149999999999,medium,2194,60,4
pune_Baner_Road_10,Baner Road,18.5793,73.80149999999999,18.5813,73.8035,medium,2830,60,6
pune_Deccan_Road_0,Deccan Road,18.5167,73.841,18.5187,73.84299999999999,low,507,40,4
pune_Deccan_Road_1,Deccan Road,18.5187,73.84299999999999,18.5207,73.845,low,505,40,3
pune_Deccan_Road_2,Deccan Road,18.5207,73.845,18.5227,73.847,low,1757,80,4
pune_Deccan_Road_3,Deccan Road,18.5227,73.847,18.5247,73.84899999999999,low,2627,50,2
pune_Deccan_Road_4,Deccan Road,18.5247,73.84899999999999,18.5267,73.851,low,1587,50,2
pune_Deccan_Road_5,Deccan Road,18.5267,73.851,18.5287,73.853,low,4317,60,6
pune_Deccan_Road_6,Deccan Road,18.5287,73.853,18.5307,73.85499999999999,low,1336,50,3
pune_Deccan_Road_7,Deccan Road,18.5307,73.85499999999999,18.5327,73.857,low,4810,80,2
pune_Deccan_Road_8,Deccan Road,18.5327,73.857,18.5347,73.859,low,1948,60,6
